worker_id,vehicle_type,experience_days,avg_daily_orders,avg_daily_earnings,active_hours_per_day,zone_id,city,state,zone_type,season,rainfall_mm,aqi,temperature,humidity,order_volatility,earnings_volatility,recent_disruption_rate,risk_score,premium_inr
wkr_27575,two_wheeler,208,20.9,1051.81,9.7,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,1.93,240.0,38.1,47.8,0.384,0.406,0.233,0.2472,27.42
wkr_27576,car,1478,20.8,1084.01,5.0,zone_hyderabad_urban,Hyderabad,Telangana,urban,Monsoon,23.31,88.0,29.8,90.7,0.407,0.438,0.464,0.3306,29.92
wkr_27577,bike,88,17.2,874.68,6.1,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,5.56,93.0,31.8,73.2,0.448,0.489,0.279,0.2194,26.58
wkr_27578,car,286,23.1,1225.17,6.5,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,61.95,65.0,31.3,100.0,0.484,0.5,0.262,0.3788,31.36
wkr_27579,two_wheeler,835,17.7,962.88,9.9,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,3.3,90.0,24.4,59.0,0.162,0.139,0.347,0.1747,25.24
wkr_27580,car,50,15.7,1376.52,10.8,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,1.12,84.0,21.0,42.5,0.247,0.251,0.197,0.1104,23.31
wkr_27581,bike,541,11.2,748.04,8.2,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,0.65,79.0,38.1,47.6,0.182,0.197,0.18,0.1376,24.13
wkr_27582,car,786,15.9,694.52,11.0,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Summer,2.42,35.0,34.7,46.8,0.094,0.096,0.182,0.0704,22.11
wkr_27583,car,696,9.9,903.49,8.1,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,1.05,125.0,39.1,49.7,0.146,0.167,0.146,0.1187,23.56
wkr_27584,car,1379,10.6,624.67,5.9,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Summer,2.47,86.0,32.9,42.5,0.332,0.384,0.338,0.1941,25.82
wkr_27585,bike,847,10.9,595.42,10.6,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,44.66,64.0,27.2,89.4,0.245,0.201,0.255,0.2972,28.92
wkr_27586,car,156,11.5,592.31,4.0,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,1.56,41.0,34.0,61.5,0.378,0.351,0.413,0.217,26.51
wkr_27587,two_wheeler,1300,10.5,451.59,6.2,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Winter,0.04,142.0,16.4,22.3,0.23,0.233,0.149,0.1358,24.07
wkr_27588,two_wheeler,1357,15.0,540.61,9.8,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,8.02,105.0,27.1,42.6,0.667,0.786,0.214,0.1966,25.9
wkr_27589,car,622,7.9,660.93,7.1,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,12.13,65.0,28.7,82.4,0.369,0.332,0.335,0.222,26.66
wkr_27590,bike,660,19.7,1268.44,7.8,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,5.6,96.0,28.9,88.0,0.124,0.134,0.198,0.1311,23.93
wkr_27591,two_wheeler,980,10.6,676.18,4.7,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,2.29,167.0,41.8,42.2,0.258,0.292,0.381,0.2482,27.45
wkr_27592,bike,1413,8.5,390.71,9.1,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,14.87,87.0,30.8,89.9,0.661,0.781,0.295,0.2911,28.73
wkr_27593,bike,990,20.5,676.49,10.1,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Winter,0.23,179.0,22.7,26.7,0.151,0.129,0.11,0.124,23.72
wkr_27594,car,631,21.9,1029.47,4.0,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,2.47,166.0,41.8,50.0,0.469,0.516,0.145,0.1976,25.93
wkr_27595,bike,235,29.3,1280.74,6.4,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.73,141.0,16.8,55.5,0.217,0.223,0.167,0.1639,24.92
wkr_27596,two_wheeler,852,7.9,349.44,9.5,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,0.22,103.0,37.2,12.5,0.237,0.234,0.253,0.1712,25.14
wkr_27597,two_wheeler,781,16.7,962.73,4.6,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,1.63,282.0,38.8,29.1,0.415,0.335,0.244,0.2854,28.56
wkr_27598,car,917,13.0,896.66,4.0,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,0.17,257.0,43.1,38.2,0.598,0.538,0.188,0.304,29.12
wkr_27599,bike,965,21.4,671.56,6.3,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,1.52,219.0,41.9,32.8,0.202,0.217,0.268,0.242,27.26
wkr_27600,bike,1438,5.3,432.5,6.8,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,14.12,107.0,29.1,87.9,0.373,0.39,0.44,0.2916,28.75
wkr_27601,bike,144,13.7,639.97,4.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,1.28,126.0,31.3,59.7,0.228,0.201,0.201,0.1434,24.3
wkr_27602,two_wheeler,719,19.1,703.19,8.5,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,1.1,159.0,48.6,28.9,0.122,0.139,0.344,0.191,25.73
wkr_27603,car,811,14.0,870.38,7.9,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Monsoon,94.53,95.0,28.9,100.0,0.396,0.376,0.376,0.529,35.87
wkr_27604,two_wheeler,821,25.4,908.29,6.2,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,8.47,164.0,31.7,80.8,0.398,0.473,0.253,0.2323,26.97
wkr_27605,car,761,8.2,787.97,11.4,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,2.03,86.0,23.7,43.6,0.131,0.122,0.26,0.1035,23.1
wkr_27606,bike,1487,14.7,695.14,10.9,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,1.11,91.0,15.9,51.0,0.043,0.034,0.156,0.0994,22.98
wkr_27607,two_wheeler,126,18.2,916.46,9.7,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,59.95,95.0,26.3,87.0,0.329,0.294,0.339,0.3896,31.69
wkr_27608,car,869,22.4,1337.05,7.6,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.09,82.0,24.6,58.9,0.292,0.25,0.159,0.1754,25.26
wkr_27609,car,458,30.6,1656.45,9.8,zone_hyderabad_urban,Hyderabad,Telangana,urban,Monsoon,2.44,132.0,30.1,71.4,0.196,0.202,0.398,0.226,26.78
wkr_27610,bike,1046,15.1,803.21,9.0,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,104.58,78.0,26.5,96.8,0.358,0.411,0.493,0.5531,36.59
wkr_27611,car,1482,22.7,1258.87,7.4,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,1.88,142.0,34.3,37.4,0.293,0.303,0.282,0.175,25.25
wkr_27612,two_wheeler,1407,20.5,707.21,9.0,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,0.11,215.0,38.6,43.0,0.241,0.196,0.387,0.2554,27.66
wkr_27613,car,562,18.0,1055.39,7.9,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,2.85,106.0,40.9,20.1,0.258,0.279,0.09,0.1352,24.06
wkr_27614,bike,1095,8.9,484.83,8.2,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,1.54,493.0,17.5,51.6,0.193,0.226,0.378,0.3633,30.9
wkr_27615,two_wheeler,681,22.4,1110.49,7.4,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,0.83,198.0,17.0,41.2,0.653,0.726,0.255,0.244,27.32
wkr_27616,two_wheeler,44,11.6,783.74,11.1,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Monsoon,1.02,125.0,26.5,86.3,0.015,0.016,0.14,0.1135,23.4
wkr_27617,car,1381,14.5,919.1,7.3,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,0.51,99.0,40.5,48.4,0.223,0.198,0.219,0.1589,24.77
wkr_27618,two_wheeler,1081,15.5,949.06,5.7,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Summer,2.19,95.0,40.6,33.7,0.454,0.541,0.526,0.2642,27.93
wkr_27619,bike,1324,13.5,498.1,14.0,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.39,112.0,43.9,24.0,0.242,0.224,0.132,0.1244,23.73
wkr_27620,car,279,8.5,695.45,8.4,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,0.6,319.0,22.8,58.5,0.13,0.149,0.248,0.2391,27.17
wkr_27621,car,1416,19.3,1403.83,10.0,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,0.84,121.0,35.7,31.7,0.264,0.282,0.197,0.1816,25.45
wkr_27622,car,327,24.3,1804.11,8.7,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,1.11,113.0,17.6,46.2,0.247,0.231,0.219,0.157,24.71
wkr_27623,car,224,18.8,1542.65,9.2,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.14,100.0,43.0,10.0,0.299,0.306,0.282,0.1927,25.78
wkr_27624,car,481,8.7,526.72,5.5,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.02,129.0,21.1,24.3,0.106,0.117,0.234,0.1302,23.91
wkr_27625,car,1124,18.0,828.98,8.9,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,1.14,175.0,42.6,10.0,0.619,0.677,0.304,0.2525,27.58
wkr_27626,two_wheeler,227,17.7,1006.07,7.2,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Winter,0.05,153.0,22.2,30.6,0.266,0.289,0.447,0.2244,26.73
wkr_27627,two_wheeler,229,22.1,762.55,5.0,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,3.05,179.0,29.7,92.0,0.327,0.306,0.25,0.2065,26.19
wkr_27628,bike,771,15.2,727.52,4.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,0.0,133.0,46.5,17.0,0.292,0.307,0.119,0.1217,23.65
wkr_27629,car,46,13.9,730.93,8.1,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,3.0,109.0,28.8,68.7,0.109,0.124,0.094,0.1074,23.22
wkr_27630,two_wheeler,1094,5.0,274.68,7.4,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.4,37.0,17.5,64.3,0.099,0.119,0.158,0.1082,23.25
wkr_27631,bike,1430,23.5,811.99,8.0,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.29,158.0,15.1,48.7,0.288,0.308,0.261,0.2019,26.06
wkr_27632,two_wheeler,288,19.5,710.44,8.0,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,1.8,189.0,16.5,59.8,0.121,0.118,0.345,0.2025,26.08
wkr_27633,bike,1252,18.8,692.95,10.8,zone_pune_urban,Pune,Maharashtra,urban,Summer,0.52,106.0,40.4,20.8,0.044,0.047,0.465,0.202,26.06
wkr_27634,two_wheeler,1435,11.7,707.9,4.0,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,96.22,61.0,31.0,94.5,0.57,0.625,0.168,0.5132,35.4
wkr_27635,two_wheeler,374,13.1,811.6,7.7,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.25,161.0,19.6,37.0,0.452,0.437,0.285,0.2279,26.84
wkr_27636,bike,923,16.8,952.51,8.6,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,0.19,126.0,41.9,13.9,0.361,0.356,0.321,0.2109,26.33
wkr_27637,two_wheeler,1028,28.3,990.46,7.1,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,2.75,160.0,21.9,55.6,0.233,0.205,0.079,0.1229,23.69
wkr_27638,two_wheeler,452,6.6,430.18,9.9,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.14,86.0,42.6,10.0,0.135,0.139,0.144,0.0775,22.33
wkr_27639,bike,623,17.3,772.84,8.4,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,4.0,90.0,18.7,58.6,0.546,0.458,0.143,0.1845,25.53
wkr_27640,two_wheeler,520,6.4,600.36,5.1,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Summer,0.71,51.0,34.9,33.4,0.211,0.224,0.472,0.1694,25.08
wkr_27641,car,1031,24.1,874.05,6.1,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,0.13,144.0,38.8,32.3,0.268,0.316,0.095,0.1399,24.2
wkr_27642,two_wheeler,735,14.4,851.85,11.7,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,5.48,77.0,26.7,76.0,0.273,0.298,0.342,0.1718,25.15
wkr_27643,two_wheeler,1037,22.0,996.02,8.3,zone_hyderabad_urban,Hyderabad,Telangana,urban,Winter,0.03,106.0,18.4,46.5,0.164,0.195,0.268,0.1811,25.43
wkr_27644,bike,158,22.1,959.79,10.2,zone_pune_urban,Pune,Maharashtra,urban,Winter,1.12,141.0,21.5,41.6,0.306,0.245,0.339,0.2031,26.09
wkr_27645,two_wheeler,686,13.3,500.85,7.2,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.01,57.0,20.0,61.0,0.415,0.341,0.19,0.1398,24.19
wkr_27646,car,721,26.6,1270.28,7.8,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,3.93,205.0,28.6,73.3,0.399,0.334,0.411,0.2761,28.28
wkr_27647,two_wheeler,1250,21.9,1199.99,7.2,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,47.07,78.0,28.6,82.9,0.346,0.356,0.209,0.326,29.78
wkr_27648,two_wheeler,990,19.0,1198.24,9.4,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,51.59,84.0,29.6,97.1,0.158,0.145,0.175,0.2989,28.97
wkr_27649,bike,1125,8.1,293.1,7.1,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,53.9,34.0,25.2,100.0,0.375,0.354,0.204,0.2945,28.83
wkr_27650,bike,382,11.3,783.79,7.2,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Summer,1.19,110.0,39.0,42.4,0.391,0.33,0.253,0.1904,25.71
wkr_27651,car,429,19.8,1110.93,6.0,zone_jaipur_dry,Jaipur,Rajasthan,dry,Summer,0.19,74.0,43.5,10.0,0.235,0.2,0.132,0.0914,22.74
wkr_27652,two_wheeler,713,20.0,652.19,9.9,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,3.19,206.0,32.5,22.9,0.476,0.404,0.065,0.2204,26.61
wkr_27653,two_wheeler,610,14.4,636.04,6.9,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,0.42,60.0,34.4,36.4,0.391,0.313,0.083,0.1074,23.22
wkr_27654,car,999,24.4,825.66,8.5,zone_pune_urban,Pune,Maharashtra,urban,Summer,0.32,158.0,32.6,28.6,0.325,0.301,0.267,0.1767,25.3
wkr_27655,bike,1329,10.0,283.06,7.3,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,0.1,136.0,22.6,53.6,0.141,0.143,0.194,0.1322,23.97
wkr_27656,bike,943,26.9,1100.47,8.7,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,3.71,65.0,25.1,60.9,0.216,0.238,0.181,0.1452,24.35
wkr_27657,car,635,20.9,1180.7,9.1,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Winter,1.52,185.0,23.2,58.4,0.403,0.395,0.196,0.1822,25.47
wkr_27658,bike,653,16.8,372.5,10.8,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.45,158.0,21.7,52.6,0.565,0.541,0.221,0.2128,26.38
wkr_27659,car,321,2.8,315.25,8.8,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Monsoon,3.82,118.0,29.8,71.8,0.215,0.185,0.185,0.1485,24.45
wkr_27660,bike,475,21.4,1050.53,8.7,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,3.15,71.0,18.7,54.3,0.401,0.353,0.126,0.1278,23.83
wkr_27661,car,392,16.2,983.71,7.1,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.14,97.0,18.4,58.3,0.273,0.228,0.219,0.116,23.48
wkr_27662,bike,697,5.0,240.51,8.8,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,1.38,40.0,32.2,37.2,0.253,0.28,0.32,0.1668,25.01
wkr_27663,bike,994,15.3,622.92,10.4,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.05,75.0,21.8,20.8,0.189,0.201,0.214,0.12,23.6
wkr_27664,bike,148,17.7,491.34,7.9,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,0.15,148.0,36.2,49.8,0.339,0.302,0.246,0.2221,26.66
wkr_27665,bike,165,15.8,521.75,8.7,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Summer,0.22,150.0,35.0,29.3,0.447,0.448,0.512,0.265,27.95
wkr_27666,car,806,23.0,1729.99,6.1,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Monsoon,12.31,208.0,26.6,93.7,0.105,0.094,0.233,0.2009,26.03
wkr_27667,car,1473,17.5,870.71,9.4,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,0.52,218.0,40.6,26.6,0.217,0.217,0.381,0.2352,27.06
wkr_27668,bike,1449,15.3,684.45,7.1,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Monsoon,0.01,145.0,25.9,86.3,0.281,0.236,0.052,0.0686,22.06
wkr_27669,car,908,21.4,1297.51,8.0,zone_pune_urban,Pune,Maharashtra,urban,Winter,1.27,118.0,22.3,43.9,0.309,0.3,0.168,0.1401,24.2
wkr_27670,two_wheeler,1147,17.4,1173.87,6.6,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,0.16,76.0,19.8,52.6,0.502,0.517,0.369,0.2129,26.39
wkr_27671,bike,1011,13.6,443.74,5.6,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,5.86,78.0,31.3,61.6,0.644,0.633,0.322,0.2202,26.61
wkr_27672,two_wheeler,660,14.1,644.4,9.7,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Summer,0.03,99.0,39.5,26.7,0.187,0.182,0.115,0.0989,22.97
wkr_27673,bike,518,6.8,226.67,8.6,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,1.68,49.0,32.8,46.2,0.281,0.298,0.465,0.1671,25.01
wkr_27674,car,1340,6.6,532.51,10.2,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.11,119.0,22.2,42.0,0.046,0.045,0.331,0.1827,25.48
wkr_27675,two_wheeler,82,10.0,544.7,10.1,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Monsoon,5.93,194.0,28.9,88.8,0.101,0.094,0.24,0.195,25.85
wkr_27676,bike,307,25.8,959.74,5.5,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,51.71,172.0,26.8,79.4,0.403,0.395,0.159,0.3649,30.95
wkr_27677,car,1301,18.6,1258.18,6.2,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.38,95.0,20.3,45.8,0.266,0.308,0.16,0.1117,23.35
wkr_27678,bike,780,11.3,419.24,6.0,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,1.32,115.0,30.2,44.3,0.469,0.431,0.442,0.225,26.75
wkr_27679,car,117,13.0,417.07,12.8,zone_pune_urban,Pune,Maharashtra,urban,Summer,0.5,179.0,36.8,26.1,0.326,0.27,0.314,0.1895,25.68
wkr_27680,car,130,12.4,423.82,6.7,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,12.12,199.0,25.7,94.6,0.268,0.238,0.361,0.2606,27.82
wkr_27681,two_wheeler,468,15.7,591.24,6.9,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,4.76,328.0,19.9,41.9,0.214,0.175,0.169,0.266,27.98
wkr_27682,car,1027,29.1,1899.73,6.1,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,3.1,92.0,29.3,78.8,0.287,0.301,0.12,0.1513,24.54
wkr_27683,bike,224,19.5,747.22,6.3,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Monsoon,1.4,83.0,29.3,65.0,0.487,0.42,0.265,0.1941,25.82
wkr_27684,car,1174,13.2,669.84,13.4,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,2.17,76.0,21.2,71.7,0.595,0.495,0.066,0.1368,24.1
wkr_27685,car,990,23.2,1299.15,9.0,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Summer,5.01,209.0,38.7,35.9,0.49,0.458,0.253,0.2829,28.49
wkr_27686,two_wheeler,1094,17.9,867.73,5.8,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,3.47,62.0,24.1,64.1,0.088,0.09,0.244,0.1238,23.72
wkr_27687,two_wheeler,55,15.1,886.49,8.9,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Winter,1.07,58.0,20.6,68.7,0.641,0.566,0.271,0.1794,25.38
wkr_27688,bike,102,8.9,315.91,9.3,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,1.15,404.0,18.0,55.5,0.597,0.608,0.227,0.3428,30.28
wkr_27689,two_wheeler,716,2.0,269.3,6.4,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.95,142.0,18.5,43.6,0.043,0.051,0.294,0.1635,24.9
wkr_27690,two_wheeler,1007,15.8,867.18,8.3,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,2.32,135.0,22.9,43.0,0.188,0.165,0.14,0.1549,24.65
wkr_27691,two_wheeler,1024,15.1,926.57,7.8,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,1.93,129.0,19.7,44.6,0.53,0.433,0.327,0.2307,26.92
wkr_27692,car,306,8.5,639.74,10.5,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,0.6,425.0,18.6,52.0,0.221,0.247,0.227,0.3192,29.58
wkr_27693,two_wheeler,1390,12.3,708.63,6.8,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,0.07,76.0,36.4,56.2,0.08,0.084,0.291,0.1488,24.46
wkr_27694,bike,838,10.2,318.72,6.1,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Monsoon,50.18,43.0,30.6,89.4,0.325,0.265,0.312,0.3115,29.35
wkr_27695,car,766,24.0,1499.22,10.5,zone_bengaluru_urban,Bengaluru,Karnataka,urban,Monsoon,48.76,212.0,31.3,78.8,0.42,0.375,0.147,0.3622,30.86
wkr_27696,bike,1002,18.8,1092.28,10.6,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.89,84.0,24.9,57.0,0.214,0.172,0.096,0.0797,22.39
wkr_27697,bike,1496,6.2,261.61,9.7,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.27,81.0,22.1,18.1,0.1,0.082,0.078,0.0534,21.6
wkr_27698,bike,1107,13.1,581.56,8.0,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,1.09,94.0,17.3,45.7,0.229,0.237,0.099,0.1051,23.15
wkr_27699,bike,746,14.6,610.53,5.9,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.23,172.0,21.2,19.0,0.084,0.08,0.284,0.1696,25.09
wkr_27700,car,1036,22.2,1233.45,6.5,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.08,153.0,15.9,32.8,0.123,0.125,0.156,0.1153,23.46
wkr_27701,bike,982,12.5,826.65,9.7,zone_coimbatore_tier2,Coimbatore,Tamil Nadu,tier2,Winter,0.1,58.0,18.3,52.6,0.269,0.313,0.275,0.1588,24.76
wkr_27702,bike,204,17.9,1245.24,8.6,zone_indore_tier2,Indore,Madhya Pradesh,tier2,Winter,0.35,148.0,19.0,49.5,0.352,0.327,0.417,0.2433,27.3
wkr_27703,car,207,17.5,1313.28,7.4,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Monsoon,45.01,72.0,31.4,89.4,0.228,0.252,0.224,0.2495,27.48
wkr_27704,bike,883,23.8,892.79,9.5,zone_ahmedabad_dry,Ahmedabad,Gujarat,dry,Winter,0.09,86.0,19.9,31.9,0.306,0.285,0.194,0.1161,23.48
wkr_27705,car,140,7.4,355.01,8.9,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Winter,0.62,97.0,19.3,59.4,0.468,0.406,0.274,0.1941,25.82
wkr_27706,car,392,23.1,885.92,8.8,zone_pune_urban,Pune,Maharashtra,urban,Winter,0.41,218.0,23.3,53.4,0.324,0.345,0.38,0.2505,27.51
wkr_27707,car,1199,11.6,738.55,8.6,zone_delhi_pollution_heavy,Delhi,Delhi,pollution_heavy,Winter,2.7,364.0,16.4,55.2,0.47,0.437,0.437,0.3549,30.65
wkr_27708,two_wheeler,1133,12.4,316.65,8.4,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,1.99,184.0,40.8,31.9,0.443,0.486,0.171,0.2026,26.08
wkr_27709,car,448,10.3,722.41,9.8,zone_lucknow_tier2,Lucknow,Uttar Pradesh,tier2,Winter,0.84,125.0,21.0,49.5,0.108,0.122,0.123,0.1457,24.37
wkr_27710,car,1088,27.3,2045.27,6.9,zone_kolkata_coastal,Kolkata,West Bengal,coastal,Monsoon,62.94,87.0,30.0,87.4,0.326,0.32,0.25,0.4001,32.0
wkr_27711,car,901,24.9,1394.68,4.5,zone_pune_urban,Pune,Maharashtra,urban,Monsoon,17.22,207.0,25.9,70.5,0.3,0.297,0.078,0.2137,26.41
wkr_27712,car,1200,15.3,903.21,5.2,zone_jaipur_dry,Jaipur,Rajasthan,dry,Winter,0.09,168.0,20.1,33.9,0.103,0.102,0.391,0.207,26.21
wkr_27713,two_wheeler,66,10.1,515.1,9.4,zone_jaipur_dry,Jaipur,Rajasthan,dry,Monsoon,2.1,122.0,30.3,45.4,0.32,0.357,0.168,0.1452,24.35
wkr_27714,two_wheeler,819,20.9,790.21,6.8,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Summer,1.05,36.0,34.2,37.8,0.231,0.219,0.347,0.1265,23.8
wkr_27715,car,497,20.0,751.13,11.8,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,3.36,186.0,39.0,45.0,0.232,0.202,0.237,0.2347,27.04
wkr_27716,two_wheeler,565,17.8,796.16,7.7,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Monsoon,50.95,38.0,25.5,99.9,0.299,0.261,0.216,0.276,28.28
wkr_27717,bike,374,14.7,864.99,10.9,zone_mumbai_coastal,Mumbai,Maharashtra,coastal,Summer,1.7,64.0,40.7,49.7,0.254,0.296,0.158,0.0713,22.14
wkr_27718,bike,863,15.1,848.11,6.2,zone_chennai_coastal,Chennai,Tamil Nadu,coastal,Winter,0.83,57.0,18.3,70.3,0.322,0.361,0.126,0.12,23.6
wkr_27719,two_wheeler,472,27.5,1348.68,7.0,zone_hyderabad_urban,Hyderabad,Telangana,urban,Summer,1.84,131.0,35.9,26.2,0.283,0.298,0.049,0.1446,24.34
